ExpName,N,M,L,NUM_THREADS,TBB_TIME,OMP_TIME
./OMPExpMaxTopBox,1305,655,2605,10, 1.03453,1.2946
./OMPExpMaxTopBox,1305,655,2605,11, 0.985762,1.17733
./OMPExpMaxTopBox,1305,655,2605,12, 0.918066,1.14035
./OMPExpMaxTopBox,1305,655,2605,13, 0.841829,1.03834
./OMPExpMaxTopBox,1305,655,2605,14, 0.771568,1.0149
./OMPExpMaxTopBox,1305,655,2605,15, 0.760862,0.94274
./OMPExpMaxTopBox,1305,655,2605,16, 0.745848,0.895798
./OMPExpMaxTopBox,655,1305,2605,0, 9.07255,0
./OMPExpMaxTopBox,655,1305,2605,1, 8.09611,7.19972
./OMPExpMaxTopBox,655,1305,2605,2, 4.65661,4.57166
./OMPExpMaxTopBox,655,1305,2605,3, 3.98332,3.57119
./OMPExpMaxTopBox,655,1305,2605,4, 2.51788,2.66042
./OMPExpMaxTopBox,655,1305,2605,5, 2.0918,2.38187
./OMPExpMaxTopBox,655,1305,2605,6, 1.76028,2.08937
./OMPExpMaxTopBox,655,1305,2605,7, 1.49602,1.81002
./OMPExpMaxTopBox,655,1305,2605,8, 1.29571,1.63614
./OMPExpMaxTopBox,655,1305,2605,9, 1.16036,1.46722
./OMPExpMaxTopBox,655,1305,2605,10, 1.07359,1.30739
./OMPExpMaxTopBox,655,1305,2605,11, 0.981686,1.25126
./OMPExpMaxTopBox,655,1305,2605,12, 0.81026,1.09302
./OMPExpMaxTopBox,655,1305,2605,13, 0.879095,1.06735
./OMPExpMaxTopBox,655,1305,2605,14, 0.816344,1.01755
./OMPExpMaxTopBox,655,1305,2605,15, 0.779853,0.975485
./OMPExpMaxTopBox,655,1305,2605,16, 0.722715,0.930575
./OMPExpMaxTopBox,655,655,5205,0, 9.27197,0
./OMPExpMaxTopBox,655,655,5205,1, 7.77163,6.79887
./OMPExpMaxTopBox,655,655,5205,2, 4.65022,4.41558
./OMPExpMaxTopBox,655,655,5205,3, 3.53888,3.8913
./OMPExpMaxTopBox,655,655,5205,4, 2.31662,2.82045
./OMPExpMaxTopBox,655,655,5205,5, 2.05506,2.31328
./OMPExpMaxTopBox,655,655,5205,6, 1.71994,2.05717
./OMPExpMaxTopBox,655,655,5205,7, 1.52355,1.66076
./OMPExpMaxTopBox,655,655,5205,8, 1.29858,1.58311
./OMPExpMaxTopBox,655,655,5205,9, 1.18685,1.41588
./OMPExpMaxTopBox,655,655,5205,10, 1.07789,1.40454
./OMPExpMaxTopBox,655,655,5205,11, 1.0389,1.20148
./OMPExpMaxTopBox,655,655,5205,12, 0.947066,1.20746
./OMPExpMaxTopBox,655,655,5205,13, 0.883009,1.11321
./OMPExpMaxTopBox,655,655,5205,14, 0.850156,1.01794
./OMPExpMaxTopBox,655,655,5205,15, 0.753584,1.03331
./OMPExpMaxTopBox,655,655,5205,16, 0.778025,0.960135
./OMPExpMaxTopBox,5205,655,655,0, 7.58509,0
./OMPExpMaxTopBox,5205,655,655,1, 8.44041,6.86334
./OMPExpMaxTopBox,5205,655,655,2, 5.17084,5.053
./OMPExpMaxTopBox,5205,655,655,3, 3.60207,3.61808
./OMPExpMaxTopBox,5205,655,655,4, 2.62269,2.82208
./OMPExpMaxTopBox,5205,655,655,5, 2.18416,2.58572
./OMPExpMaxTopBox,5205,655,655,6, 1.70226,2.1694
./OMPExpMaxTopBox,5205,655,655,7, 1.48691,1.80721
./OMPExpMaxTopBox,5205,655,655,8, 1.26614,1.53798
./OMPExpMaxTopBox,5205,655,655,9, 1.20727,1.48978
./OMPExpMaxTopBox,5205,655,655,10, 1.05784,1.34394
./OMPExpMaxTopBox,5205,655,655,11, 1.02415,1.23558
./OMPExpMaxTopBox,5205,655,655,12, 0.906299,1.18798
./OMPExpMaxTopBox,5205,655,655,13, 0.830597,1.02608
./OMPExpMaxTopBox,5205,655,655,14, 0.790623,0.93733
./OMPExpMaxTopBox,5205,655,655,15, 0.727953,0.857211
./OMPExpMaxTopBox,5205,655,655,16, 0.705803,0.916988
./OMPExpMaxTopBox,5205,655,655,0, 8.00632,0
./OMPExpMaxTopBox,5205,655,655,1, 8.12873,7.1984
./OMPExpMaxTopBox,5205,655,655,2, 5.08767,5.15254
./OMPExpMaxTopBox,5205,655,655,3, 3.80467,3.61188
./OMPExpMaxTopBox,5205,655,655,4, 2.61217,2.80227
./OMPExpMaxTopBox,5205,655,655,5, 2.11528,2.39148
./OMPExpMaxTopBox,5205,655,655,6, 1.74204,2.1664
./OMPExpMaxTopBox,5205,655,655,7, 1.56004,1.8509
./OMPExpMaxTopBox,5205,655,655,8, 1.30893,1.64944
./OMPExpMaxTopBox,5205,655,655,9, 1.19458,1.43191
./OMPExpMaxTopBox,5205,655,655,10, 1.11019,1.32743
./OMPExpMaxTopBox,5205,655,655,11, 0.939606,1.08794
./OMPExpMaxTopBox,5205,655,655,12, 0.872045,1.03083
./OMPExpMaxTopBox,5205,655,655,13, 0.847226,1.01589
./OMPExpMaxTopBox,5205,655,655,14, 0.794664,1.09353
./OMPExpMaxTopBox,5205,655,655,15, 0.737137,0.919702
./OMPExpMaxTopBox,5205,655,655,16, 0.715785,0.828799
./OMPExpMaxTopBox,5205,655,655,0, 7.94928,0
./OMPExpMaxTopBox,5205,655,655,1, 8.21946,7.23583
./OMPExpMaxTopBox,5205,655,655,2, 4.64998,4.98225
./OMPExpMaxTopBox,5205,655,655,3, 3.72543,3.61738
./OMPExpMaxTopBox,5205,655,655,4, 2.40341,2.69782
./OMPExpMaxTopBox,5205,655,655,5, 2.24847,2.40783
./OMPExpMaxTopBox,5205,655,655,6, 1.73092,2.21328
./OMPExpMaxTopBox,5205,655,655,7, 1.59545,1.75399
./OMPExpMaxTopBox,5205,655,655,8, 1.26868,1.60956
./OMPExpMaxTopBox,5205,655,655,9, 1.15231,1.46674
./OMPExpMaxTopBox,5205,655,655,10, 1.09296,1.263
./OMPExpMaxTopBox,5205,655,655,11, 0.913945,1.29883
./OMPExpMaxTopBox,5205,655,655,12, 0.90309,1.14975
./OMPExpMaxTopBox,5205,655,655,13, 0.824897,1.00681
./OMPExpMaxTopBox,5205,655,655,14, 0.808789,1.0058
./OMPExpMaxTopBox,5205,655,655,15, 0.737788,0.932329
./OMPExpMaxTopBox,5205,655,655,16, 0.679977,0.879558
./OMPExpMaxTopBox,5205,655,655,0, 8.21883,0
./OMPExpMaxTopBox,5205,655,655,1, 7.93366,6.9683
./OMPExpMaxTopBox,5205,655,655,2, 4.40123,4.77113
./OMPExpMaxTopBox,5205,655,655,3, 3.7764,3.70594
./OMPExpMaxTopBox,5205,655,655,4, 2.50255,2.67542
./OMPExpMaxTopBox,5205,655,655,5, 2.21683,2.44717
./OMPExpMaxTopBox,5205,655,655,6, 1.71922,1.88607
./OMPExpMaxTopBox,5205,655,655,7, 1.55552,1.95895
./OMPExpMaxTopBox,5205,655,655,8, 1.31924,1.63089
./OMPExpMaxTopBox,5205,655,655,9, 1.20579,1.44508
./OMPExpMaxTopBox,5205,655,655,10, 1.05365,1.22277
./OMPExpMaxTopBox,5205,655,655,11, 1.01198,1.22035
./OMPExpMaxTopBox,5205,655,655,12, 0.889097,1.09935
./OMPExpMaxTopBox,5205,655,655,13, 0.825767,0.997388
./OMPExpMaxTopBox,5205,655,655,14, 0.794293,0.969393
./OMPExpMaxTopBox,5205,655,655,15, 0.711325,0.95018
./OMPExpMaxTopBox,5205,655,655,16, 0.718122,0.931757
