name,threads,time
max-balanced-substr,25, 0.638987
max-balanced-substr,26, 0.611195
max-balanced-substr,27, 0.582596
max-balanced-substr,28, 0.566539
max-balanced-substr,29, 0.583533
max-balanced-substr,30, 0.527413
max-balanced-substr,31, 0.513333
max-balanced-substr,32, 0.499494
well-balanced,0, 24.7749
well-balanced,1, 34.8857
well-balanced,2, 17.8039
well-balanced,3, 12.0447
well-balanced,4, 9.15739
well-balanced,5, 7.12509
well-balanced,6, 5.93379
well-balanced,7, 5.27746
well-balanced,8, 4.5214
well-balanced,9, 4.08261
well-balanced,10, 3.65939
well-balanced,11, 3.3803
well-balanced,12, 3.07421
well-balanced,13, 2.82387
well-balanced,14, 2.55823
well-balanced,15, 2.44449
well-balanced,16, 2.25897
well-balanced,17, 2.10271
well-balanced,18, 1.99229
well-balanced,19, 1.87825
well-balanced,20, 1.83613
well-balanced,21, 1.72285
well-balanced,22, 1.6611
well-balanced,23, 1.58738
well-balanced,24, 1.51399
well-balanced,25, 1.50162
well-balanced,26, 1.40704
well-balanced,27, 1.39081
well-balanced,28, 1.31718
well-balanced,29, 1.26367
well-balanced,30, 1.21575
well-balanced,31, 1.15237
well-balanced,32, 1.1642
gradient1,0,15.0725
gradient1,1,12.9093
gradient1,2,6.47138
gradient1,3,4.33214
gradient1,4,3.23036
gradient1,5,2.56299
gradient1,6,2.15444
gradient1,7,1.84499
gradient1,8,1.58499
gradient1,9,1.43936
gradient1,10,1.31238
gradient1,11,1.1761
gradient1,12,1.07965
gradient1,13,1.00497
gradient1,14,0.924406
gradient1,15,0.882761
gradient1,16,0.806942
gradient1,17,0.759374
gradient1,18,0.724554
gradient1,19,0.685536
gradient1,20,0.647892
gradient1,21,0.614043
gradient1,22,0.603354
gradient1,23,0.564435
gradient1,24,0.536045
gradient1,25,0.517859
gradient1,26,0.499415
gradient1,27,0.498666
gradient1,28,0.484199
gradient1,29,0.449743
gradient1,30,0.434289
gradient1,31,0.421213
gradient1,32,0.411237
gradient2,0,12.9618
gradient2,1,12.9314
gradient2,2,6.46408
gradient2,3,4.30759
gradient2,4,3.21846
gradient2,5,2.56709
gradient2,6,2.15681
gradient2,7,1.84135
gradient2,8,1.58413
gradient2,9,1.44532
gradient2,10,1.31625
gradient2,11,1.1782
gradient2,12,1.08071
gradient2,13,1.00403
gradient2,14,0.928456
gradient2,15,0.889954
gradient2,16,0.807216
gradient2,17,0.758386
gradient2,18,0.725501
gradient2,19,0.684926
gradient2,20,0.645817
gradient2,21,0.617603
