Example key,1,2,3,4,8,12,16
MaxSegBox_8000-512-512,1.0,1.3524274477,2.15323116071,3.76310541688,6.81353996086,10.097524017,12.2779165257
MaxSegBox_8000-64-64,1.0,1.99760535575,2.74988542054,3.40232094414,6.39052514726,8.04657986199,6.49335670554
