ExpName,N,N2,NUM_THREADS,TBB_TIME,OMP_TIME
./ExpMaxBalSub,100943,100943,2, 22.7959,33.2655
./ExpMaxBalSub,100943,100943,3, 16.6291,25.3241
./ExpMaxBalSub,100943,100943,4, 11.969,20.9362
./ExpMaxBalSub,100943,100943,5, 10.1898,17.1701
./ExpMaxBalSub,100943,100943,6, 8.27321,14.6392
./ExpMaxBalSub,100943,100943,7, 7.46668,13.1492
./ExpMaxBalSub,100943,100943,8, 6.46011,11.1296
./ExpMaxBalSub,100943,100943,9, 5.91128,10.2893
./ExpMaxBalSub,100943,100943,10, 5.35777,9.40005
./ExpMaxBalSub,100943,100943,11, 5.02666,8.79422
./ExpMaxBalSub,100943,100943,12, 4.54319,8.19241
./ExpMaxBalSub,100943,100943,13, 4.38014,7.61312
./ExpMaxBalSub,100943,100943,14, 4.05616,7.16809
./ExpMaxBalSub,100943,100943,15, 3.91481,6.87263
./ExpMaxBalSub,100943,100943,16, 3.68192,6.37537
./ExpMaxBalSub,70943,70943,0, 20.6133,20.6133
./ExpMaxBalSub,70943,70943,1, 23.4453,22.7995
./ExpMaxBalSub,70943,70943,2, 11.3034,16.8403
./ExpMaxBalSub,70943,70943,3, 8.08047,12.3428
./ExpMaxBalSub,70943,70943,4, 5.78878,9.92901
./ExpMaxBalSub,70943,70943,5, 4.97383,8.68609
./ExpMaxBalSub,70943,70943,6, 4.13991,7.45057
./ExpMaxBalSub,70943,70943,7, 3.61247,6.45243
./ExpMaxBalSub,70943,70943,8, 3.15832,5.73805
./ExpMaxBalSub,70943,70943,9, 2.95671,5.06918
./ExpMaxBalSub,70943,70943,10, 2.60493,4.79541
./ExpMaxBalSub,70943,70943,11, 2.46931,4.51316
./ExpMaxBalSub,70943,70943,12, 2.25116,4.01604
./ExpMaxBalSub,70943,70943,13, 2.13611,3.90321
./ExpMaxBalSub,70943,70943,14, 2.0217,3.6436
./ExpMaxBalSub,70943,70943,15, 1.94575,3.4185
./ExpMaxBalSub,70943,70943,16, 1.81492,3.21378
./ExpMaxBalSub,105943,105943,0, 45.8418,45.8418
./ExpMaxBalSub,105943,105943,1, 50.6464,50.1651
./ExpMaxBalSub,105943,105943,2, 25.2409,37.7907
./ExpMaxBalSub,105943,105943,3, 18.7121,28.7048
./ExpMaxBalSub,105943,105943,4, 13.0822,22.5984
./ExpMaxBalSub,105943,105943,5, 11.1584,19.115
./ExpMaxBalSub,105943,105943,6, 9.10547,16.0413
./ExpMaxBalSub,105943,105943,7, 8.11703,14.4629
./ExpMaxBalSub,105943,105943,8, 7.13102,12.6562
./ExpMaxBalSub,105943,105943,9, 6.5486,11.5962
./ExpMaxBalSub,105943,105943,10, 5.88758,10.1021
./ExpMaxBalSub,105943,105943,11, 5.47265,9.61796
./ExpMaxBalSub,105943,105943,12, 4.99719,8.88773
./ExpMaxBalSub,105943,105943,13, 4.78291,8.64246
./ExpMaxBalSub,105943,105943,14, 4.4567,7.8742
./ExpMaxBalSub,105943,105943,15, 4.32706,7.21066
./ExpMaxBalSub,105943,105943,16, 4.0467,6.83232
./ExpMaxBalSub,85943,85943,0, 28.8608,28.8608
./ExpMaxBalSub,85943,85943,1, 32.5891,31.8038
./ExpMaxBalSub,85943,85943,2, 16.5319,23.8237
./ExpMaxBalSub,85943,85943,3, 12.3094,18.2691
./ExpMaxBalSub,85943,85943,4, 8.55375,14.6671
./ExpMaxBalSub,85943,85943,5, 7.40074,12.2201
./ExpMaxBalSub,85943,85943,6, 5.9975,10.3257
./ExpMaxBalSub,85943,85943,7, 5.24647,9.2091
./ExpMaxBalSub,85943,85943,8, 4.69053,8.32162
./ExpMaxBalSub,85943,85943,9, 4.26682,7.35279
./ExpMaxBalSub,85943,85943,10, 3.82655,7.00125
./ExpMaxBalSub,85943,85943,11, 3.60003,6.37171
./ExpMaxBalSub,85943,85943,12, 3.35407,5.94051
./ExpMaxBalSub,85943,85943,13, 3.14307,5.62612
./ExpMaxBalSub,85943,85943,14, 2.91893,5.17831
./ExpMaxBalSub,85943,85943,15, 2.83631,4.98743
./ExpMaxBalSub,85943,85943,16, 2.67418,4.68172
./ExpMaxBalSub,100943,100943,0, 40.7525,40.7525
./ExpMaxBalSub,100943,100943,1, 46.685,44.5071
./ExpMaxBalSub,100943,100943,2, 22.8058,34.6025
./ExpMaxBalSub,100943,100943,3, 16.544,25.8774
./ExpMaxBalSub,100943,100943,4, 11.7224,20.0646
./ExpMaxBalSub,100943,100943,5, 9.89976,17.1273
./ExpMaxBalSub,100943,100943,6, 8.24976,14.7336
./ExpMaxBalSub,100943,100943,7, 7.39778,12.5216
./ExpMaxBalSub,100943,100943,8, 6.29806,11.5646
./ExpMaxBalSub,100943,100943,9, 5.91468,10.1045
./ExpMaxBalSub,100943,100943,10, 5.34024,9.57465
./ExpMaxBalSub,100943,100943,11, 4.97091,8.73211
./ExpMaxBalSub,100943,100943,12, 4.59433,8.05268
./ExpMaxBalSub,100943,100943,13, 4.40694,7.38238
./ExpMaxBalSub,100943,100943,14, 4.03877,6.93691
./ExpMaxBalSub,100943,100943,15, 3.88907,6.88743
./ExpMaxBalSub,100943,100943,16, 3.68107,6.70177
./ExpMaxBalSub,70943,70943,0, 20.8612,20.8612
./ExpMaxBalSub,70943,70943,1, 23.1931,22.6293
./ExpMaxBalSub,70943,70943,2, 11.3747,16.9018
./ExpMaxBalSub,70943,70943,3, 8.35965,12.743
./ExpMaxBalSub,70943,70943,4, 5.90873,10.044
./ExpMaxBalSub,70943,70943,5, 4.86387,8.45401
./ExpMaxBalSub,70943,70943,6, 4.07134,7.16261
./ExpMaxBalSub,70943,70943,7, 3.6987,6.25897
./ExpMaxBalSub,70943,70943,8, 3.20773,5.74475
./ExpMaxBalSub,70943,70943,9, 2.86523,5.24916
./ExpMaxBalSub,70943,70943,10, 2.64324,4.85732
./ExpMaxBalSub,70943,70943,11, 2.47227,4.54656
./ExpMaxBalSub,70943,70943,12, 2.25734,4.01805
./ExpMaxBalSub,70943,70943,13, 2.1444,3.8426
./ExpMaxBalSub,70943,70943,14, 2.00831,3.48021
./ExpMaxBalSub,70943,70943,15, 1.92176,3.34816
./ExpMaxBalSub,70943,70943,16, 1.80877,3.17746
./ExpMaxBalSub,105943,105943,0, 46.9341,46.9341
./ExpMaxBalSub,105943,105943,1, 51.9387,50.6803
./ExpMaxBalSub,105943,105943,2, 25.0301,37.5254
./ExpMaxBalSub,105943,105943,3, 18.141,28.3215
./ExpMaxBalSub,105943,105943,4, 12.9983,22.4322
./ExpMaxBalSub,105943,105943,5, 11.1174,18.6402
./ExpMaxBalSub,105943,105943,6, 9.14752,15.7073
./ExpMaxBalSub,105943,105943,7, 8.39973,13.9438
./ExpMaxBalSub,105943,105943,8, 7.11006,12.7409
./ExpMaxBalSub,105943,105943,9, 6.57942,11.6861
./ExpMaxBalSub,105943,105943,10, 5.86017,10.1621
./ExpMaxBalSub,105943,105943,11, 5.48183,9.52322
./ExpMaxBalSub,105943,105943,12, 5.03992,9.08878
./ExpMaxBalSub,105943,105943,13, 4.81872,8.15587
./ExpMaxBalSub,105943,105943,14, 4.46328,7.6865
./ExpMaxBalSub,105943,105943,15, 4.30699,7.21189
./ExpMaxBalSub,105943,105943,16, 4.03597,6.92842
./ExpMaxBalSub,85943,85943,0, 30.5692,30.5692
./ExpMaxBalSub,85943,85943,1, 33.96,33.3021
./ExpMaxBalSub,85943,85943,2, 16.7379,24.7701
./ExpMaxBalSub,85943,85943,3, 12.252,18.4752
./ExpMaxBalSub,85943,85943,4, 8.77057,15.2487
./ExpMaxBalSub,85943,85943,5, 7.31878,12.498
./ExpMaxBalSub,85943,85943,6, 6.00845,10.8843
./ExpMaxBalSub,85943,85943,7, 5.54015,8.97965
./ExpMaxBalSub,85943,85943,8, 4.69781,8.53298
./ExpMaxBalSub,85943,85943,9, 4.30826,7.18211
./ExpMaxBalSub,85943,85943,10, 3.86323,7.00097
./ExpMaxBalSub,85943,85943,11, 3.62672,6.4037
./ExpMaxBalSub,85943,85943,12, 3.29359,5.94898
./ExpMaxBalSub,85943,85943,13, 3.18329,5.64903
./ExpMaxBalSub,85943,85943,14, 2.94034,5.31586
./ExpMaxBalSub,85943,85943,15, 2.83833,4.97898
./ExpMaxBalSub,85943,85943,16, 2.67981,4.69415
./ExpMaxBalSub,100943,100943,0, 41.3549,41.3549
./ExpMaxBalSub,100943,100943,1, 46.3843,45.2743
./ExpMaxBalSub,100943,100943,2, 22.7378,33.9373
./ExpMaxBalSub,100943,100943,3, 16.9414,25.2705
./ExpMaxBalSub,100943,100943,4, 11.6717,20.6086
./ExpMaxBalSub,100943,100943,5, 10.1307,17.151
./ExpMaxBalSub,100943,100943,6, 8.20964,14.7087
./ExpMaxBalSub,100943,100943,7, 7.47582,12.8813
./ExpMaxBalSub,100943,100943,8, 6.41152,11.6244
./ExpMaxBalSub,100943,100943,9, 5.9294,10.3052
./ExpMaxBalSub,100943,100943,10, 5.32004,9.58152
./ExpMaxBalSub,100943,100943,11, 4.98967,8.85818
./ExpMaxBalSub,100943,100943,12, 4.52859,8.05438
./ExpMaxBalSub,100943,100943,13, 4.35637,7.49276
./ExpMaxBalSub,100943,100943,14, 4.06651,7.21651
./ExpMaxBalSub,100943,100943,15, 3.88818,6.5644
./ExpMaxBalSub,100943,100943,16, 3.67571,6.37203
./ExpMaxBalSub,70943,70943,0, 19.6961,19.6961
./ExpMaxBalSub,70943,70943,1, 22.0894,21.6605
./ExpMaxBalSub,70943,70943,2, 11.2466,16.5381
./ExpMaxBalSub,70943,70943,3, 8.09898,12.4193
./ExpMaxBalSub,70943,70943,4, 5.66778,10.2059
./ExpMaxBalSub,70943,70943,5, 4.93451,8.52084
./ExpMaxBalSub,70943,70943,6, 4.04578,7.02802
./ExpMaxBalSub,70943,70943,7, 3.62398,6.0537
./ExpMaxBalSub,70943,70943,8, 3.18342,5.7151
./ExpMaxBalSub,70943,70943,9, 2.92723,5.12707
./ExpMaxBalSub,70943,70943,10, 2.64692,4.74832
./ExpMaxBalSub,70943,70943,11, 2.4883,4.20911
./ExpMaxBalSub,70943,70943,12, 2.25203,3.88747
./ExpMaxBalSub,70943,70943,13, 2.15356,3.71523
./ExpMaxBalSub,70943,70943,14, 2.04005,3.54931
./ExpMaxBalSub,70943,70943,15, 1.92676,3.46402
./ExpMaxBalSub,70943,70943,16, 1.81303,3.13433
./ExpMaxBalSub,105943,105943,0, 46.3487,46.3487
./ExpMaxBalSub,105943,105943,1, 50.3851,50.1075
./ExpMaxBalSub,105943,105943,2, 25.1633,37.7432
./ExpMaxBalSub,105943,105943,3, 18.7582,28.086
./ExpMaxBalSub,105943,105943,4, 13.1557,22.8152
./ExpMaxBalSub,105943,105943,5, 10.6717,18.6056
./ExpMaxBalSub,105943,105943,6, 9.11048,16.0407
./ExpMaxBalSub,105943,105943,7, 8.25344,14.5701
./ExpMaxBalSub,105943,105943,8, 7.1484,12.652
./ExpMaxBalSub,105943,105943,9, 6.5806,11.6007
./ExpMaxBalSub,105943,105943,10, 5.96552,10.4761
./ExpMaxBalSub,105943,105943,11, 5.54859,9.76195
./ExpMaxBalSub,105943,105943,12, 5.12724,9.18044
./ExpMaxBalSub,105943,105943,13, 4.84805,8.45721
./ExpMaxBalSub,105943,105943,14, 4.49678,7.96104
./ExpMaxBalSub,105943,105943,15, 4.30071,7.37654
./ExpMaxBalSub,105943,105943,16, 4.0599,6.98738
./ExpMaxBalSub,85943,85943,0, 30.6281,30.6281
./ExpMaxBalSub,85943,85943,1, 33.9798,33.1466
./ExpMaxBalSub,85943,85943,2, 16.8062,24.7408
./ExpMaxBalSub,85943,85943,3, 12.0008,18.4037
./ExpMaxBalSub,85943,85943,4, 8.42082,15.0554
./ExpMaxBalSub,85943,85943,5, 7.28002,12.4988
./ExpMaxBalSub,85943,85943,6, 6.02019,10.7944
./ExpMaxBalSub,85943,85943,7, 5.35948,9.3819
./ExpMaxBalSub,85943,85943,8, 4.68382,8.42015
./ExpMaxBalSub,85943,85943,9, 4.27634,7.7144
./ExpMaxBalSub,85943,85943,10, 3.85065,6.97622
./ExpMaxBalSub,85943,85943,11, 3.58577,6.29034
./ExpMaxBalSub,85943,85943,12, 3.31579,5.84737
./ExpMaxBalSub,85943,85943,13, 3.14415,5.5001
./ExpMaxBalSub,85943,85943,14, 2.94219,5.19485
./ExpMaxBalSub,85943,85943,15, 2.84135,4.85836
./ExpMaxBalSub,85943,85943,16, 2.70058,4.53402
./ExpMaxBalSub,100943,100943,0, 40.6603,40.6603
./ExpMaxBalSub,100943,100943,1, 45.6317,45.0918
./ExpMaxBalSub,100943,100943,2, 22.997,33.1173
./ExpMaxBalSub,100943,100943,3, 17.1991,25.7035
./ExpMaxBalSub,100943,100943,4, 11.8839,20.3364
./ExpMaxBalSub,100943,100943,5, 10.1859,17.253
./ExpMaxBalSub,100943,100943,6, 8.22333,14.8309
./ExpMaxBalSub,100943,100943,7, 7.55477,12.7832
./ExpMaxBalSub,100943,100943,8, 6.31676,11.5802
./ExpMaxBalSub,100943,100943,9, 5.87,10.0827
./ExpMaxBalSub,100943,100943,10, 5.30367,9.38495
./ExpMaxBalSub,100943,100943,11, 4.99959,8.86753
./ExpMaxBalSub,100943,100943,12, 4.61121,8.1746
./ExpMaxBalSub,100943,100943,13, 4.3822,7.6361
./ExpMaxBalSub,100943,100943,14, 4.02836,7.04893
./ExpMaxBalSub,100943,100943,15, 3.91801,6.7767
./ExpMaxBalSub,100943,100943,16, 3.6761,6.44297
./ExpMaxBalSub,70943,70943,0, 20.1564,20.1564
./ExpMaxBalSub,70943,70943,1, 22.4322,22.2243
./ExpMaxBalSub,70943,70943,2, 11.2134,16.6708
./ExpMaxBalSub,70943,70943,3, 8.49798,12.7278
./ExpMaxBalSub,70943,70943,4, 5.77146,10.1957
./ExpMaxBalSub,70943,70943,5, 5.01868,8.22591
./ExpMaxBalSub,70943,70943,6, 4.11452,7.22675
./ExpMaxBalSub,70943,70943,7, 3.73447,6.42623
./ExpMaxBalSub,70943,70943,8, 3.19727,5.65258
./ExpMaxBalSub,70943,70943,9, 2.94911,5.09085
./ExpMaxBalSub,70943,70943,10, 2.59536,4.74218
./ExpMaxBalSub,70943,70943,11, 2.44798,4.2867
./ExpMaxBalSub,70943,70943,12, 2.27763,4.08343
./ExpMaxBalSub,70943,70943,13, 2.17619,3.79932
./ExpMaxBalSub,70943,70943,14, 1.98964,3.52807
./ExpMaxBalSub,70943,70943,15, 1.92592,3.40235
./ExpMaxBalSub,70943,70943,16, 1.81479,3.15213
./ExpMaxBalSub,105943,105943,0, 44.8668,44.8668
./ExpMaxBalSub,105943,105943,1, 51.4584,50.3747
./ExpMaxBalSub,105943,105943,2, 25.0977,37.7755
./ExpMaxBalSub,105943,105943,3, 18.771,27.938
./ExpMaxBalSub,105943,105943,4, 12.8573,21.6084
./ExpMaxBalSub,105943,105943,5, 11.1982,18.5222
./ExpMaxBalSub,105943,105943,6, 9.12372,15.9217
./ExpMaxBalSub,105943,105943,7, 8.20653,14.2211
./ExpMaxBalSub,105943,105943,8, 7.08346,12.4467
./ExpMaxBalSub,105943,105943,9, 6.4493,11.374
./ExpMaxBalSub,105943,105943,10, 5.88231,10.377
./ExpMaxBalSub,105943,105943,11, 5.46506,9.70053
./ExpMaxBalSub,105943,105943,12, 5.05481,8.99232
./ExpMaxBalSub,105943,105943,13, 4.7885,8.30597
./ExpMaxBalSub,105943,105943,14, 4.44052,7.7612
./ExpMaxBalSub,105943,105943,15, 4.28935,7.31606
./ExpMaxBalSub,105943,105943,16, 4.04593,7.01425
./ExpMaxBalSub,85943,85943,0, 29.4407,29.4407
./ExpMaxBalSub,85943,85943,1, 33.6517,33.3587
./ExpMaxBalSub,85943,85943,2, 16.5829,24.8792
./ExpMaxBalSub,85943,85943,3, 11.7267,18.9733
./ExpMaxBalSub,85943,85943,4, 8.61132,14.8686
./ExpMaxBalSub,85943,85943,5, 7.39053,12.472
./ExpMaxBalSub,85943,85943,6, 5.99429,10.6998
./ExpMaxBalSub,85943,85943,7, 5.37592,9.51952
./ExpMaxBalSub,85943,85943,8, 4.65702,8.26917
./ExpMaxBalSub,85943,85943,9, 4.25865,7.48076
./ExpMaxBalSub,85943,85943,10, 3.80366,7.07198
./ExpMaxBalSub,85943,85943,11, 3.57922,6.5287
./ExpMaxBalSub,85943,85943,12, 3.29875,6.06625
./ExpMaxBalSub,85943,85943,13, 3.20779,5.61848
./ExpMaxBalSub,85943,85943,14, 2.91613,5.13419
./ExpMaxBalSub,85943,85943,15, 2.82229,4.91399
./ExpMaxBalSub,85943,85943,16, 2.65238,4.67502
