./ExpMaxTopBox,500,1024,1024,1, 2.33927
./ExpMaxTopBox,500,1024,1024,2, 1.69756
./ExpMaxTopBox,500,1024,1024,3, 0.904441
./ExpMaxTopBox,500,1024,1024,4, 0.595316
./ExpMaxTopBox,500,1024,1024,8, 0.344527
./ExpMaxTopBox,500,1024,1024,12, 0.31545
./ExpMaxTopBox,500,1024,1024,16, 0.262509
./ExpMaxTopBox,1000,1024,512,1, 2.25944
./ExpMaxTopBox,1000,1024,512,2, 1.37013
./ExpMaxTopBox,1000,1024,512,3, 0.984099
./ExpMaxTopBox,1000,1024,512,4, 0.662496
./ExpMaxTopBox,1000,1024,512,8, 0.352629
./ExpMaxTopBox,1000,1024,512,12, 0.247958
./ExpMaxTopBox,1000,1024,512,16, 0.220439
./ExpMaxTopBox,1000,512,512,1, 1.1696
./ExpMaxTopBox,1000,512,512,2, 0.634941
./ExpMaxTopBox,1000,512,512,3, 0.463555
./ExpMaxTopBox,1000,512,512,4, 0.339104
./ExpMaxTopBox,1000,512,512,8, 0.198731
./ExpMaxTopBox,1000,512,512,12, 0.140706
./ExpMaxTopBox,1000,512,512,16, 0.138309
./ExpMaxTopBox,2000,512,256,1, 1.14125
./ExpMaxTopBox,2000,512,256,2, 0.742622
./ExpMaxTopBox,2000,512,256,3, 0.424746
./ExpMaxTopBox,2000,512,256,4, 0.330319
./ExpMaxTopBox,2000,512,256,8, 0.174856
./ExpMaxTopBox,2000,512,256,12, 0.132757
./ExpMaxTopBox,2000,512,256,16, 0.123852
./ExpMaxTopBox,4000,256,256,1, 1.18623
./ExpMaxTopBox,4000,256,256,2, 0.714723
./ExpMaxTopBox,4000,256,256,3, 0.405885
./ExpMaxTopBox,4000,256,256,4, 0.340104
./ExpMaxTopBox,4000,256,256,8, 0.178622
./ExpMaxTopBox,4000,256,256,12, 0.12468
./ExpMaxTopBox,4000,256,256,16, 0.139091
./ExpMaxTopBox,16000,128,128,1, 1.16446
./ExpMaxTopBox,16000,128,128,2, 0.763263
./ExpMaxTopBox,16000,128,128,3, 0.471755
./ExpMaxTopBox,16000,128,128,4, 0.340589
./ExpMaxTopBox,16000,128,128,8, 0.187847
./ExpMaxTopBox,16000,128,128,12, 0.143891
./ExpMaxTopBox,16000,128,128,16, 0.11732
./ExpMaxTopBox,64000,64,64,1, 1.19006
./ExpMaxTopBox,64000,64,64,2, 0.761628
./ExpMaxTopBox,64000,64,64,3, 0.505194
./ExpMaxTopBox,64000,64,64,4, 0.380547
./ExpMaxTopBox,64000,64,64,8, 0.177951
./ExpMaxTopBox,64000,64,64,12, 0.126697
./ExpMaxTopBox,64000,64,64,16, 0.130106
